x1,x2,label
12.882292128440335,10.228198607039246,1
12.68227091656088,9.360461748177489,1
12.104981226691873,10.580728551085327,1
12.473946873190473,10.993458983242277,1
11.997386174331549,9.3212913440494,1
12.336783677020842,10.223693580209696,1
4.362611572307208,5.437436959369176,0
14.102062249813367,9.90673910161254,1
14.419988078084906,8.388830243743648,1
5.233269025741161,6.449120926320497,0
6.565019645070317,7.813773552500636,0
11.723744583367626,8.94822851703344,1
5.7874451769571875,7.3353991462174895,0
13.060423108737393,10.76303019585453,1
5.8850191711387,7.068185425908166,0
12.64893934067838,9.524491733330356,1
13.62020724502793,9.030849816873095,1
4.61985673740993,7.870797005143903,0
4.243898031321843,6.527122496453367,0
13.118323228854868,10.029943929517769,1
4.9600579040863995,7.126677780348013,0
12.387347491181053,9.43303219757012,1
5.354997900045124,7.939210451378233,0
13.242983469743614,9.785510059495804,1
13.314395896061782,8.87951773816541,1
5.740751871430504,6.533305613307409,0
11.34430349150671,10.466263913019707,1
6.030190072609524,7.988296396365564,0
11.826531638853714,7.732722614193294,1
11.255145659783176,9.129643975161994,1
11.231601911362134,7.6725790427985,1
11.38587135196569,11.625328002279296,1
11.21722310983867,8.91026907050296,1
12.062395176408144,10.051913549829004,1
5.722317445849139,6.235630381035017,0
12.648418048325379,8.91838761700259,1
4.854347546167341,8.07335859912501,0
6.5396239895853,7.3895455154748895,0
4.895092292404516,6.1424970695180505,0
4.368468110556319,6.2208447791591635,0
12.594416919020393,10.546198031042707,1
14.395650831013903,9.08834800266987,1
4.3420807532656935,6.156920092265355,0
12.7836424384389,9.728833091948378,1
3.480002197640917,6.649452810092125,0
13.486052895801484,8.753771011528544,1
6.500262846761856,4.9465165250741405,0
5.9919402533127055,6.715696592700512,0
13.12041249535932,9.96671008028644,1
13.728012877428826,9.396843012072928,1
4.782112145701351,7.217894198166728,0
5.209059203187653,5.93446713722674,0
3.1715721058105077,6.6729979951475755,0
12.985977879247796,10.754924396602945,1
11.156733097842837,11.081262974070594,1
13.161637206121723,10.675093009947453,1
5.055485926911967,6.525872254548581,0
6.264619765679335,6.109663631022981,0
13.620951544699286,7.184421261959408,1
5.318852792419085,7.5201842235080365,0
6.02556467032414,8.619086283905238,0
3.764956824394425,5.680982366960848,0
4.055125795191378,7.54183939256701,0
5.746373567978678,6.9978443103948065,0
6.470988823596661,5.766194090621626,0
4.939091748218362,7.992340984168344,0
3.9133977299159173,5.578360402639024,0
13.379383281027051,8.890886136044427,1
12.856035264632252,11.036630961042984,1
14.128985946265242,9.215755364627201,1
5.520044075426631,8.519108743423185,0
